GEO_ID,Number
0500000US12075,
0500000US12127,
0500000US12023,
0500000US13057,
0500000US13059,
0500000US13061,
0500000US13063,
0500000US13065,
0500000US13001,
0500000US13007,
0500000US13009,
0500000US13013,
0500000US13015,
0500000US13019,
0500000US13021,
0500000US13025,
0500000US13027,
0500000US13029,
0500000US13033,
0500000US13039,
0500000US13049,
0500000US13051,
0500000US13075,
0500000US13079,
0500000US13081,
0500000US13089,
0500000US13103,
0500000US13105,
0500000US13107,
0500000US13113,
0500000US13121,
0500000US13127,
0500000US13131,
0500000US13135,
0500000US13137,
0500000US13141,
0500000US13149,
0500000US13151,
0500000US13163,
0500000US13171,
0500000US13179,
0500000US13183,
0500000US13185,
0500000US13189,
0500000US13191,
0500000US13195,
0500000US13201,
0500000US13213,
0500000US13217,
0500000US13219,
0500000US13221,
0500000US13223,
0500000US13229,
0500000US13241,
0500000US13245,
0500000US13249,
0500000US13251,
0500000US13267,
0500000US13269,
0500000US13271,
0500000US13285,
0500000US13289,
0500000US13291,
0500000US13301,
0500000US13303,
0500000US13305,
0500000US13309,
0500000US13313,
0500000US13317,
0500000US13319,
0500000US13003,
0500000US13005,
0500000US13011,
0500000US13017,
0500000US13023,
0500000US13031,
0500000US13035,
0500000US13037,
0500000US13043,
0500000US13045,
0500000US13047,
0500000US13053,
0500000US13055,
0500000US13077,
0500000US13083,
0500000US13085,
0500000US13087,
0500000US13091,
0500000US13093,
0500000US13095,
0500000US13097,
0500000US13099,
0500000US13101,
0500000US13109,
0500000US13111,
0500000US13115,
0500000US13117,
0500000US13119,
0500000US13067,
0500000US13069,
0500000US13071,
0500000US13073,
0500000US13139,
0500000US13143,
0500000US13145,
0500000US13147,
0500000US13153,
0500000US13155,
0500000US13157,
0500000US13159,
0500000US13161,
0500000US13165,
0500000US13167,
0500000US13169,
0500000US13173,
0500000US13175,
0500000US13177,
0500000US13181,
0500000US13123,
0500000US13125,
0500000US13129,
0500000US13133,
0500000US13187,
0500000US13193,
0500000US13197,
0500000US13199,
0500000US13205,
0500000US13225,
0500000US13227,
0500000US13231,
0500000US13233,
0500000US13235,
0500000US13207,
0500000US13209,
0500000US13211,
0500000US13215,
0500000US13255,
0500000US13257,
0500000US13259,
0500000US13261,
0500000US13263,
0500000US13265,
0500000US13273,
0500000US13275,
0500000US13277,
0500000US13279,
0500000US13281,
0500000US13283,
0500000US13287,
0500000US13237,
0500000US13239,
0500000US13243,
0500000US13247,
0500000US13253,
0500000US13311,
0500000US13315,
0500000US13321,
0500000US13293,
0500000US13295,
0500000US13297,
0500000US13299,
0500000US13307,
0500000US15001,
0500000US15003,
0500000US15005,
0500000US15007,
0500000US15009,
0500000US16075,
0500000US16081,
0500000US16025,
0500000US16087,
0500000US16001,
0500000US16003,
0500000US16005,
0500000US16007,
0500000US16009,
0500000US16011,
0500000US16013,
0500000US16015,
0500000US16021,
0500000US16023,
0500000US16029,
0500000US16035,
0500000US16037,
0500000US16039,
0500000US16041,
0500000US16043,
0500000US16049,
0500000US16059,
0500000US16061,
0500000US16063,
0500000US16069,
0500000US16073,
0500000US16077,
0500000US16079,
0500000US16083,
0500000US16085,
0500000US16017,
0500000US16019,
0500000US16027,
0500000US16031,
0500000US16033,
0500000US16045,
0500000US16047,
0500000US16051,
0500000US16053,
0500000US16055,
0500000US16057,
0500000US16065,
0500000US16067,
0500000US16071,
0500000US17051,
0500000US17053,
0500000US17055,
0500000US17057,
0500000US17061,
0500000US17063,
0500000US17003,
0500000US17005,
0500000US17017,
0500000US17023,
0500000US17027,
0500000US17031,
0500000US17043,
0500000US17059,
0500000US17079,
0500000US17097,
0500000US17101,
0500000US17123,
0500000US17125,
0500000US17129,
0500000US17147,
0500000US17153,
0500000US17161,1
0500000US17165,
0500000US17181,
0500000US17185,
0500000US17189,
0500000US17197,
0500000US17001,1
0500000US17007,
0500000US17009,
0500000US17011,
0500000US17013,
0500000US17015,
0500000US17019,
0500000US17021,
0500000US17025,
0500000US17029,
0500000US17033,
0500000US17035,
0500000US17037,
0500000US17039,
0500000US17041,
0500000US17045,
0500000US17047,
0500000US17049,
0500000US17103,
0500000US17105,
0500000US17107,
0500000US17109,
0500000US17111,
0500000US17113,
0500000US17115,
0500000US17065,
0500000US17067,
0500000US17069,
0500000US17071,
0500000US17073,
0500000US17075,
0500000US17077,
0500000US17081,
0500000US17083,
0500000US17085,
0500000US17087,
0500000US17089,
0500000US17091,
0500000US17093,
0500000US17095,
0500000US17099,
0500000US17163,
0500000US17167,1
0500000US17169,
0500000US17171,
0500000US17173,
0500000US17117,
0500000US17119,
0500000US17121,
0500000US17127,
0500000US17131,
0500000US17133,
0500000US17135,
0500000US17137,
0500000US17139,
0500000US17141,
0500000US17143,
0500000US17145,
0500000US17149,
0500000US17151,
0500000US17155,
0500000US17157,
0500000US17159,
0500000US17175,
0500000US17177,
0500000US17179,
0500000US17183,
0500000US17187,
0500000US17191,
0500000US17193,
0500000US17195,
0500000US17199,
0500000US17201,
0500000US17203,
0500000US18025,
0500000US18029,
0500000US18031,
0500000US18035,
0500000US18037,
0500000US18039,
0500000US18041,
0500000US18043,
0500000US18045,
0500000US18047,
0500000US18053,
0500000US18055,
0500000US18057,
0500000US18059,
0500000US18063,
0500000US18065,
0500000US18069,
0500000US18073,
0500000US18075,
0500000US18077,
0500000US18079,
0500000US18081,
0500000US18085,
0500000US18087,
0500000US18001,
0500000US18007,
0500000US18017,
0500000US18027,
0500000US18033,
0500000US18049,
0500000US18051,
0500000US18061,
0500000US18067,
0500000US18071,
0500000US18083,
0500000US18093,
0500000US18107,
0500000US18123,
0500000US18125,
0500000US18131,
0500000US18145,
0500000US18147,
0500000US18161,
0500000US18175,
0500000US18179,
0500000US18181,
0500000US18003,
0500000US18005,
0500000US18009,
0500000US18011,
0500000US18013,
0500000US18015,
0500000US18019,
0500000US18021,
0500000US18023,
0500000US18105,
0500000US18109,
0500000US18111,
0500000US18113,
0500000US18115,
0500000US18117,
0500000US18119,
0500000US18121,
0500000US18127,
0500000US18149,
0500000US18151,
0500000US18153,
0500000US18155,
0500000US18157,
0500000US18159,
0500000US18163,
0500000US18129,
0500000US18133,
0500000US18135,
0500000US18137,
0500000US18139,
0500000US18141,
0500000US18143,
0500000US18089,
0500000US18091,
0500000US18095,
0500000US18097,1
0500000US18099,
0500000US18101,
0500000US18103,
0500000US18165,
0500000US18167,
0500000US18169,
0500000US18171,
0500000US18173,
0500000US18177,
0500000US18183,
0500000US19185,
0500000US19187,
0500000US19189,
0500000US19191,
0500000US19193,1
0500000US19195,
0500000US19197,
0500000US19003,
0500000US19005,
0500000US19007,
0500000US19039,
0500000US19041,
0500000US19043,
0500000US19047,
0500000US19049,1
0500000US19051,
0500000US19053,
0500000US19057,
0500000US19059,
0500000US19061,1
0500000US19063,
0500000US19065,
0500000US19069,
0500000US19071,
0500000US19073,
0500000US19075,
0500000US19011,
0500000US19013,3
0500000US19015,
0500000US19017,
0500000US19019,
0500000US19023,
0500000US19025,
0500000US19027,
0500000US19029,
0500000US19031,
0500000US19035,
0500000US19037,
0500000US19001,
0500000US19009,
0500000US19021,
0500000US19033,1
0500000US19045,
0500000US19055,
0500000US19067,
0500000US19081,
0500000US19099,
0500000US19111,
0500000US19117,
0500000US19131,
0500000US19141,
0500000US19157,
0500000US19163,1
0500000US19175,
0500000US19121,
0500000US19123,
0500000US19125,
0500000US19127,
0500000US19129,
0500000US19133,
0500000US19135,
0500000US19137,
0500000US19139,
0500000US19143,
0500000US19145,
0500000US19147,
0500000US19149,
0500000US19151,
0500000US19153,8
0500000US19155,1
0500000US19077,
0500000US19079,
0500000US19083,
0500000US19085,
0500000US19087,
0500000US19089,
0500000US19091,
0500000US19093,
0500000US19095,
0500000US19097,
0500000US19101,
0500000US19103,2
0500000US19105,
0500000US19107,
0500000US19109,
0500000US19113,3
0500000US19115,
0500000US19119,
0500000US19159,
0500000US19161,
0500000US19165,
0500000US19167,
0500000US19169,
0500000US19171,
0500000US19173,
0500000US19177,
0500000US19179,
0500000US19181,
0500000US19183,
0500000US20021,
0500000US20023,
0500000US20025,
0500000US20027,
0500000US20029,
0500000US20031,
0500000US20035,
0500000US20037,
0500000US20039,
0500000US20041,
0500000US20043,
0500000US20045,
0500000US20049,
0500000US20051,
0500000US20053,
0500000US20057,
0500000US20059,
0500000US20061,
0500000US20063,
0500000US20065,
0500000US20069,
0500000US20071,
0500000US20073,
0500000US20075,
0500000US20077,
0500000US20079,
0500000US20083,
0500000US20085,
0500000US20001,
0500000US20003,
0500000US20017,
0500000US20033,
0500000US20047,
0500000US20055,
0500000US20067,
0500000US20081,
0500000US20093,
0500000US20097,
0500000US20113,
0500000US20129,
0500000US20143,
0500000US20149,
0500000US20161,1
0500000US20165,
0500000US20171,
0500000US20185,
0500000US20187,
0500000US20189,
0500000US20193,
0500000US20203,
0500000US20005,
0500000US20007,
0500000US20009,
0500000US20011,
0500000US20013,
0500000US20015,
0500000US20019,
0500000US20087,
0500000US20089,
0500000US20091,4
0500000US20095,
0500000US20099,
0500000US20101,
0500000US20103,
0500000US20105,
0500000US20157,
0500000US20159,
0500000US20163,
0500000US20167,
0500000US20169,
0500000US20173,
0500000US20175,
0500000US20177,1
0500000US20179,
0500000US20107,
0500000US20109,
0500000US20111,
0500000US20115,
0500000US20117,
0500000US20119,
0500000US20121,
0500000US20123,
0500000US20125,
0500000US20127,
0500000US20131,
0500000US20133,
0500000US20135,
0500000US20137,
0500000US20139,
0500000US20141,
0500000US20145,
0500000US20147,
0500000US20151,
0500000US20153,
0500000US20155,
0500000US20181,
0500000US20183,
0500000US20191,
0500000US20195,
0500000US20197,
0500000US20199,
0500000US20201,
0500000US20205,
0500000US20207,
0500000US20209,
0500000US21183,
0500000US21185,
0500000US21187,
0500000US21189,
0500000US21191,
0500000US21193,
0500000US21195,
0500000US21197,
0500000US21199,
0500000US21201,
0500000US21203,
0500000US21205,
0500000US21209,
0500000US21213,
0500000US21217,
0500000US21229,
0500000US21235,
0500000US21237,
0500000US21239,
0500000US21207,
0500000US21211,
0500000US21215,
0500000US21219,
0500000US21221,
0500000US21223,
0500000US21225,
0500000US21227,
0500000US21231,
0500000US21233,
0500000US21007,
0500000US21009,
0500000US21015,
0500000US21019,
0500000US21021,
0500000US21023,
0500000US21001,
0500000US21003,
0500000US21005,
0500000US21013,
0500000US21017,
0500000US21025,
0500000US21027,
0500000US21029,
0500000US21031,
0500000US21033,
0500000US21043,
0500000US21049,
0500000US21051,
0500000US21055,
0500000US21059,
0500000US21061,
0500000US21067,
0500000US21071,
0500000US21079,
0500000US21085,
0500000US21089,
0500000US21093,
0500000US21095,
0500000US21097,
0500000US21101,
0500000US21107,
0500000US21109,
0500000US21115,
0500000US21119,
0500000US21121,
0500000US21123,
0500000US21125,
0500000US21131,
0500000US21133,
0500000US21135,
0500000US21139,
0500000US21151,
0500000US21153,
0500000US21155,
0500000US21165,
0500000US21167,
0500000US21169,
0500000US21175,
0500000US21177,
0500000US21179,
0500000US21035,
0500000US21037,
0500000US21039,
0500000US21041,
0500000US21045,
0500000US21047,
0500000US21087,
0500000US21091,
0500000US21099,
0500000US21103,
0500000US21105,
0500000US21111,
0500000US21113,
0500000US21117,
0500000US21053,
0500000US21057,
0500000US21063,
0500000US21069,
0500000US21073,
0500000US21075,
0500000US21077,
0500000US21081,
0500000US21083,
0500000US21129,
0500000US21137,
0500000US21141,
0500000US21143,
0500000US21145,
0500000US21147,
0500000US21149,
0500000US21159,
0500000US21011,
0500000US21157,
0500000US21161,
0500000US21163,
0500000US21171,
0500000US21173,
0500000US21181,
0500000US21065,
0500000US21127,
0500000US22047,
0500000US22049,
0500000US22059,
0500000US22061,
0500000US22069,
0500000US22073,
0500000US22079,
0500000US22083,
0500000US22087,
0500000US22089,
0500000US22093,
0500000US22095,
0500000US22101,
0500000US22115,
0500000US22121,
0500000US22125,
0500000US22021,
0500000US22075,
0500000US22119,
0500000US22001,
0500000US22003,
0500000US22005,
0500000US22007,
0500000US22009,
0500000US22013,
0500000US22015,
0500000US22017,
0500000US22025,
0500000US22029,
0500000US22031,
0500000US22033,
0500000US22035,
0500000US22037,
0500000US22039,
0500000US22041,
0500000US22045,
0500000US22051,
0500000US22053,
0500000US22055,
0500000US22057,
0500000US22063,
0500000US22065,
0500000US22067,
0500000US22071,
0500000US22077,
0500000US22081,
0500000US22085,
0500000US22091,
0500000US22097,
0500000US22099,
0500000US22103,
0500000US22105,
0500000US22107,
0500000US22109,
0500000US22111,
0500000US22113,
0500000US22117,
0500000US22123,
0500000US22127,
0500000US22011,
0500000US22019,
0500000US22023,
0500000US22027,
0500000US22043,
0500000US23001,
0500000US23003,
0500000US23005,
0500000US23007,
0500000US23009,
0500000US23011,
0500000US23013,
0500000US23015,
0500000US23017,
0500000US23019,
0500000US23021,
0500000US23023,
0500000US23025,
0500000US23027,
0500000US23029,
0500000US23031,
0500000US24001,
0500000US24003,
0500000US24005,
0500000US24009,
0500000US24011,
0500000US24013,
0500000US24015,
0500000US24017,
0500000US24019,
0500000US24021,
0500000US24023,
0500000US24025,
0500000US24027,
0500000US24029,
0500000US24031,
0500000US24033,
0500000US24035,
0500000US24037,
0500000US24039,
0500000US24041,
0500000US24043,
0500000US24045,
0500000US24047,
0500000US24510,
0500000US25001,
0500000US25003,
0500000US25005,
0500000US25007,
0500000US25009,
0500000US25011,
0500000US25013,
0500000US25015,
0500000US25017,
0500000US25019,
0500000US25021,
0500000US25023,
0500000US25025,
0500000US25027,
0500000US26067,
0500000US26069,
0500000US26071,
0500000US26075,
0500000US26077,
0500000US26079,
0500000US26001,
0500000US26003,
0500000US26007,
0500000US26013,
0500000US26017,
0500000US26029,
0500000US26033,
0500000US26039,
0500000US26041,
0500000US26047,
0500000US26055,
0500000US26061,
0500000US26063,
0500000US26073,
0500000US26083,
0500000US26089,
0500000US26097,
0500000US26099,
0500000US26103,
0500000US26107,
0500000US26109,
0500000US26115,
0500000US26129,
0500000US26135,
0500000US26141,
0500000US26147,
0500000US26163,
0500000US26165,
0500000US26005,
0500000US26009,
0500000US26011,
0500000US26015,
0500000US26019,
0500000US26021,1
0500000US26023,
0500000US26025,
0500000US26027,
0500000US26031,
0500000US26035,
0500000US26037,
0500000US26043,
0500000US26045,
0500000US26049,
0500000US26051,
0500000US26057,
0500000US26059,
0500000US26065,
0500000US26139,
0500000US26143,
0500000US26145,
0500000US26149,
0500000US26151,
0500000US26153,
0500000US26081,
0500000US26085,
0500000US26087,
0500000US26091,
0500000US26093,
0500000US26095,
0500000US26101,
0500000US26105,
0500000US26111,
0500000US26113,
0500000US26117,
0500000US26119,
0500000US26121,
0500000US26123,
0500000US26125,
0500000US26127,
0500000US26131,
0500000US26133,
0500000US26137,
0500000US26155,
0500000US26157,
0500000US26159,
0500000US26161,
0500000US26053,
0500000US27055,
0500000US27057,1
0500000US27059,2
0500000US27063,
0500000US27065,
0500000US27067,2
0500000US27071,
0500000US27001,
0500000US27013,5
0500000US27015,
0500000US27021,
0500000US27023,
0500000US27027,2
0500000US27031,
0500000US27033,
0500000US27051,
0500000US27053,111
0500000US27061,1
0500000US27069,
0500000US27073,
0500000US27075,
0500000US27077,
0500000US27083,1
0500000US27089,
0500000US27097,1
0500000US27103,2
0500000US27107,
0500000US27113,1
0500000US27119,3
0500000US27125,
0500000US27127,
0500000US27129,1
0500000US27137,
0500000US27139,9
0500000US27145,7
0500000US27163,9
0500000US27167,
0500000US27171,8
0500000US27173,
0500000US27003,15
0500000US27005,1
0500000US27007,1
0500000US27009,1
0500000US27011,
0500000US27017,
0500000US27019,6
0500000US27025,1
0500000US27029,
0500000US27035,3
0500000US27037,25
0500000US27039,
0500000US27041,2
0500000US27043,
0500000US27045,
0500000US27047,2
0500000US27049,1
0500000US27147,1
0500000US27149,1
0500000US27151,
0500000US27153,
0500000US27155,
0500000US27157,
0500000US27159,
0500000US27165,
0500000US27079,
0500000US27081,
0500000US27085,2
0500000US27087,
0500000US27091,1
0500000US27093,
0500000US27095,1
0500000US27099,1
0500000US27101,
0500000US27105,
0500000US27109,10
0500000US27111,1
0500000US27115,1
0500000US27117,
0500000US27121,
0500000US27123,35
0500000US27131,3
0500000US27133,
0500000US27135,1
0500000US27141,5
0500000US27143,
0500000US27169,1
0500000US27161,
0500000US28027,
0500000US28029,
0500000US28031,
0500000US28035,
0500000US28037,
0500000US28041,
0500000US28043,
0500000US28045,
0500000US28047,
0500000US28057,
0500000US28059,
0500000US28061,
0500000US28063,
0500000US28065,
0500000US28069,
0500000US28071,
0500000US28073,
0500000US28075,
0500000US28077,
0500000US28001,
0500000US28003,
0500000US28007,
0500000US28009,
0500000US28011,
0500000US28017,
0500000US28021,
0500000US28033,
0500000US28039,
0500000US28049,
0500000US28051,
0500000US28053,
0500000US28055,
0500000US28067,
0500000US28083,
0500000US28087,
0500000US28089,
0500000US28099,
0500000US28109,
0500000US28121,
0500000US28137,
0500000US28143,
0500000US28149,
0500000US28151,
0500000US28157,
0500000US28159,
0500000US28163,
0500000US28005,
0500000US28013,
0500000US28015,
0500000US28019,
0500000US28023,
0500000US28025,
0500000US28097,
0500000US28101,
0500000US28103,
0500000US28105,
0500000US28107,
0500000US28111,
0500000US28113,
0500000US28115,
0500000US28117,
0500000US28119,
0500000US28123,
0500000US28145,
0500000US28147,
0500000US28153,
0500000US28155,
0500000US28161,
0500000US28129,
0500000US28125,
0500000US28127,
0500000US28131,
0500000US28133,
0500000US28135,
0500000US28139,
0500000US28141,
0500000US28079,
0500000US28081,
0500000US28085,
0500000US28091,
0500000US28093,
0500000US28095,
0500000US29053,
0500000US29055,
0500000US29059,
0500000US29061,
0500000US29063,
0500000US29065,
0500000US29067,
0500000US29071,
0500000US29001,
0500000US29013,
0500000US29017,
0500000US29023,
0500000US29027,
0500000US29029,
0500000US29031,
0500000US29033,
0500000US29041,
0500000US29057,
0500000US29069,
0500000US29075,
0500000US29087,
0500000US29095,5
0500000US29099,
0500000US29103,
0500000US29115,
0500000US29137,
0500000US29143,
0500000US29157,
0500000US29167,
0500000US29171,
0500000US29183,
0500000US29185,
0500000US29189,
0500000US29195,
0500000US29199,
0500000US29207,
0500000US29225,
0500000US29003,
0500000US29005,
0500000US29007,
0500000US29009,
0500000US29011,
0500000US29015,
0500000US29019,2
0500000US29021,2
0500000US29025,
0500000US29035,
0500000US29037,
0500000US29039,
0500000US29043,
0500000US29045,
0500000US29047,1
0500000US29049,
0500000US29051,
0500000US29127,
0500000US29129,
0500000US29131,
0500000US29133,
0500000US29135,
0500000US29139,
0500000US29073,
0500000US29077,
0500000US29079,
0500000US29081,
0500000US29083,
0500000US29085,
0500000US29089,
0500000US29091,
0500000US29093,
0500000US29097,1
0500000US29101,
0500000US29105,
0500000US29107,
0500000US29109,
0500000US29111,
0500000US29113,
0500000US29117,
0500000US29119,
0500000US29121,
0500000US29123,
0500000US29125,
0500000US29197,
0500000US29201,
0500000US29203,
0500000US29205,
0500000US29209,
0500000US29211,
0500000US29213,
0500000US29215,
0500000US29141,
0500000US29145,
0500000US29147,
0500000US29149,
0500000US29151,
0500000US29153,
0500000US29155,
0500000US29159,
0500000US29161,
0500000US29163,
0500000US29165,
0500000US29169,
0500000US29173,
0500000US29175,
0500000US29177,
0500000US29179,
0500000US29181,
0500000US29186,
0500000US29187,
0500000US29510,
0500000US29217,
0500000US29219,
0500000US29221,
0500000US29223,
0500000US29227,
0500000US29229,
0500000US30001,
0500000US30003,
0500000US30005,
0500000US30007,
0500000US30009,
0500000US30011,
0500000US30013,
0500000US30015,
0500000US30017,
0500000US30019,
0500000US30021,
0500000US30023,
0500000US30027,
0500000US30029,
0500000US30031,
0500000US30033,
0500000US30035,
0500000US30039,
0500000US30043,
0500000US30045,
0500000US30047,
0500000US30049,
0500000US30053,
0500000US30055,
0500000US30057,
0500000US30059,
0500000US30061,
0500000US30069,
0500000US30071,
0500000US30073,
0500000US30077,
0500000US30081,
0500000US30083,
0500000US30085,
0500000US30089,
0500000US30093,
0500000US30099,
0500000US30105,
0500000US30091,
0500000US30095,
0500000US30097,
0500000US30101,
0500000US30103,
0500000US30107,
0500000US30109,
0500000US30111,
0500000US30025,
0500000US30037,
0500000US30041,
0500000US30051,
0500000US30063,
0500000US30065,
0500000US30067,
0500000US30075,
0500000US30079,
0500000US30087,
0500000US31051,
0500000US31053,
0500000US31055,1
0500000US31057,
0500000US31059,
0500000US31063,
0500000US31065,
0500000US31001,
0500000US31029,
0500000US31033,
0500000US31049,
0500000US31061,
0500000US31075,
0500000US31091,
0500000US31101,
0500000US31113,
0500000US31125,
0500000US31151,
0500000US31163,
0500000US31171,
0500000US31003,
0500000US31005,
0500000US31007,
0500000US31009,
0500000US31011,
0500000US31013,
0500000US31015,
0500000US31017,
0500000US31019,2
0500000US31021,
0500000US31023,
0500000US31025,
0500000US31027,
0500000US31031,
0500000US31035,
0500000US31037,
0500000US31039,
0500000US31041,
0500000US31043,
0500000US31045,
0500000US31047,
0500000US31103,
0500000US31105,
0500000US31107,
0500000US31109,3
0500000US31111,
0500000US31115,
0500000US31117,
0500000US31119,
0500000US31121,
0500000US31123,
0500000US31127,
0500000US31129,
0500000US31131,
0500000US31133,
0500000US31067,
0500000US31069,
0500000US31071,
0500000US31073,
0500000US31077,
0500000US31079,1
0500000US31081,
0500000US31083,
0500000US31085,
0500000US31087,
0500000US31089,
0500000US31093,
0500000US31095,
0500000US31097,
0500000US31099,
0500000US31165,
0500000US31167,
0500000US31169,
0500000US31173,
0500000US31175,
0500000US31177,
0500000US31179,
0500000US31181,
0500000US31183,
0500000US31185,
0500000US31135,
0500000US31137,
0500000US31139,
0500000US31141,
